Date,Open,High,Low,Close,Adj Close,Volume
2020-11-04,88.900002,91.290001,88.739998,89.790001,87.915291,10509400
2020-11-05,90.690002,91.160004,89.900002,90.620003,88.727959,6169700
2020-11-06,90.150002,91.199997,89.779999,90.650002,88.757332,6626100
2020-11-09,97.320000,97.650002,95.639999,95.879997,93.878128,16225800
2020-11-10,93.739998,95.269997,93.139999,93.919998,92.392685,10474700
2020-11-11,94.110001,95.830002,94.019997,95.040001,93.494476,8296500
2020-11-12,94.660004,94.760002,92.660004,93.529999,92.009026,7058400
2020-11-13,94.379997,95.589996,93.699997,95.559998,94.006012,5516100
2020-11-16,96.790001,97.809998,96.019997,97.779999,96.189919,9371300
2020-11-17,97.209999,98.779999,96.809998,98.599998,96.996582,8722300
2020-11-18,98.629997,99.330002,97.910004,97.910004,96.317810,6039500
2020-11-19,97.239998,97.919998,96.860001,97.760002,96.170250,4252300
2020-11-20,97.419998,97.540001,96.949997,97.010002,95.432442,4609700
2020-11-23,97.620003,97.860001,96.419998,96.879997,95.304550,4803200
2020-11-24,97.510002,98.720001,97.400002,98.300003,96.701469,6319900
2020-11-25,98.500000,98.540001,97.940002,98.199997,96.603088,4027100
2020-11-27,98.480003,98.980003,98.279999,98.660004,97.055611,2169700
2020-11-30,98.199997,98.290001,96.959999,98.019997,96.426010,5197300
2020-12-01,99.000000,99.260002,98.250000,98.820000,97.213005,4970000
2020-12-02,98.510002,99.040001,98.209999,98.910004,97.301544,3377900
2020-12-03,99.019997,101.000000,98.970001,100.110001,98.482025,6264100
2020-12-04,101.349998,102.940002,101.070000,102.279999,100.616737,6952700
2020-12-07,102.010002,102.220001,100.690002,101.410004,99.760895,4514800
2020-12-08,100.370003,101.570000,100.010002,101.209999,99.564140,3911300
2020-12-09,101.940002,102.209999,100.099998,100.400002,98.767311,6629900
2020-12-10,103.510002,106.089996,102.750000,105.389999,103.676163,12939200
2020-12-11,104.410004,104.779999,102.330002,103.000000,101.325027,6262600
2020-12-14,103.830002,104.709999,103.250000,103.320000,101.639824,5156200
2020-12-15,104.239998,104.860001,103.779999,104.180000,102.485840,5195200
2020-12-16,104.099998,104.800003,102.720001,103.269997,101.590630,6409300
2020-12-17,103.550003,104.040001,102.610001,103.209999,101.531624,4535700
2020-12-18,103.330002,104.110001,102.949997,103.279999,101.600479,10215000
2020-12-21,101.220001,103.150002,100.019997,102.940002,101.266006,7175900
2020-12-22,102.120003,103.169998,101.889999,102.410004,100.744621,4302700
2020-12-23,102.290001,102.690002,101.970001,102.059998,100.400314,3817300
2020-12-24,102.300003,102.360001,101.680000,102.010002,100.351128,1949200
2020-12-28,102.919998,104.379997,102.309998,104.339996,102.643234,5055200
2020-12-29,104.889999,105.779999,104.470001,105.629997,103.912254,4780900
2020-12-30,105.989998,106.620003,105.779999,105.970001,104.246735,3654100
2020-12-31,106.000000,107.139999,105.620003,106.980003,105.240311,3566300
2021-01-04,107.660004,107.750000,102.139999,103.099998,101.423393,8041500
2021-01-05,102.919998,104.260002,102.800003,103.440002,101.757881,5721900
2021-01-06,102.989998,105.209999,102.910004,104.190002,102.495674,5017200
2021-01-07,104.489998,104.639999,102.949997,103.349998,101.669334,5057000
2021-01-08,103.860001,105.760002,103.419998,105.669998,103.951614,5869700
2021-01-11,105.099998,105.639999,104.269997,104.599998,102.899010,4257400
2021-01-12,104.010002,104.320000,102.309998,102.820000,101.147949,4332600
2021-01-13,102.320000,103.379997,101.489998,102.889999,101.216820,4804500
2021-01-14,103.800003,104.190002,101.709999,101.820000,100.164223,4528300
2021-01-15,101.379997,102.690002,101.209999,102.330002,100.665932,5522900
2021-01-19,102.800003,103.599998,101.339996,102.540001,100.872513,6519600
2021-01-20,102.410004,105.849998,102.199997,105.459999,103.745018,5844300
2021-01-21,105.459999,105.489998,104.449997,104.580002,102.879333,5731500
2021-01-22,104.160004,104.470001,103.059998,103.910004,102.220238,5231600
2021-01-25,103.750000,103.949997,102.169998,103.449997,101.767708,5009000
2021-01-26,103.400002,105.209999,103.239998,104.690002,102.987556,7195300
2021-01-27,101.480003,101.779999,96.730003,97.870003,96.278458,18139500
2021-01-28,98.940002,100.529999,98.099998,98.150002,96.553902,8868200
2021-01-29,97.389999,97.790001,95.919998,96.809998,95.235687,8203000
2021-02-01,96.989998,99.620003,96.919998,98.580002,96.976906,7206300
2021-02-02,99.050003,102.480003,98.779999,101.650002,99.996979,6917700
2021-02-03,101.250000,102.650002,100.809998,101.019997,99.377220,3934800
2021-02-04,101.360001,104.239998,101.110001,103.639999,101.954628,6926800
2021-02-05,105.089996,107.540001,104.779999,106.480003,104.748444,8072100
2021-02-08,106.419998,106.529999,105.339996,106.260002,104.532021,4836600
2021-02-09,106.000000,106.830002,105.220001,106.220001,104.492668,4095200
2021-02-10,106.779999,106.900002,104.930000,105.870003,104.148369,4293200
2021-02-11,106.120003,106.230003,105.029999,105.860001,104.138519,2976000
2021-02-12,105.739998,105.940002,104.720001,105.300003,103.587639,3169800
2021-02-16,104.879997,106.589996,104.699997,106.150002,104.423813,4928100
2021-02-17,105.110001,105.459999,104.150002,104.440002,103.179016,5733800
2021-02-18,103.779999,105.339996,103.410004,104.970001,103.702621,4098700
2021-02-19,104.750000,105.279999,103.220001,103.370003,102.121941,4128900
2021-02-22,102.989998,102.989998,101.750000,101.809998,100.580772,5211800
2021-02-23,103.339996,103.339996,99.930000,101.370003,100.146080,8740300
2021-02-24,101.160004,104.510002,100.599998,104.379997,103.119743,7542700
2021-02-25,104.000000,105.769997,103.110001,103.470001,102.220726,7534000
2021-02-26,104.150002,109.480003,103.680000,108.029999,106.725670,15122900
2021-03-01,108.599998,110.470001,106.540001,106.870003,105.579681,7930300
2021-03-02,107.309998,108.250000,105.820000,107.199997,105.905693,5016800
2021-03-03,106.940002,107.959999,106.120003,106.220001,104.937523,5313400
2021-03-04,106.260002,107.169998,103.849998,104.889999,103.623581,7211800
2021-03-05,106.059998,106.059998,102.750000,105.199997,103.929832,5559900
2021-03-08,104.800003,106.889999,104.230003,105.029999,103.761894,5119500
2021-03-09,106.279999,107.970001,105.830002,106.550003,105.263542,5510900
2021-03-10,107.220001,109.070000,106.959999,107.779999,106.478691,6077000
2021-03-11,108.410004,108.570000,107.260002,107.320000,106.024246,4670700
2021-03-12,107.419998,107.989998,106.580002,107.809998,106.508324,3356000
2021-03-15,107.889999,108.949997,107.059998,108.900002,107.585167,7107300
2021-03-16,110.570000,112.339996,109.889999,111.339996,109.995705,11376200
2021-03-17,111.309998,111.459999,108.930000,110.459999,109.126335,10128400
2021-03-18,109.279999,110.269997,107.500000,107.620003,106.320625,7813400
2021-03-19,108.349998,108.849998,105.830002,106.339996,105.056076,21452000
2021-03-22,106.400002,108.419998,106.000000,107.570000,106.271225,7605100
2021-03-23,107.739998,107.949997,105.669998,106.250000,104.967163,5657800
2021-03-24,106.629997,107.279999,104.940002,104.970001,103.702621,5731300
2021-03-25,105.010002,107.699997,104.059998,107.349998,106.053879,8149000
2021-03-26,107.250000,110.000000,107.180000,109.900002,108.573097,6167600
2021-03-29,109.010002,110.250000,106.589996,109.129997,107.812386,5167100
2021-03-30,108.419998,110.449997,108.279999,110.269997,108.938622,4552900
2021-03-31,110.330002,111.620003,109.190002,109.269997,107.950699,6478400
2021-04-01,110.059998,110.059998,108.199997,109.379997,108.059372,5793000
2021-04-05,109.910004,111.349998,109.870003,111.019997,109.679573,6913100
2021-04-06,111.379997,113.820000,111.099998,113.150002,111.783852,6745200
2021-04-07,112.910004,113.760002,112.650002,113.190002,111.823372,5629600
2021-04-08,113.650002,113.959999,112.680000,113.040001,111.675179,5011300
2021-04-09,112.910004,113.269997,111.970001,113.180000,111.813492,4114300
2021-04-12,113.019997,113.889999,112.769997,113.809998,112.435883,4707800
2021-04-13,113.779999,115.599998,113.680000,115.360001,113.967178,4607400
2021-04-14,115.220001,116.239998,114.720001,115.160004,113.769592,3994600
2021-04-15,115.099998,116.889999,114.779999,116.660004,115.251480,5079100
2021-04-16,117.820000,118.500000,116.940002,118.339996,116.911179,5777900
2021-04-19,118.169998,118.980003,117.040001,117.599998,116.180122,4889700
2021-04-20,116.959999,117.260002,115.349998,116.269997,114.866180,5662400
2021-04-21,116.089996,117.260002,115.860001,116.739998,115.330505,4397400
2021-04-22,116.870003,116.879997,115.230003,115.919998,114.520409,5744900
2021-04-23,116.019997,117.980003,115.839996,117.559998,116.140610,4555800
2021-04-26,116.949997,117.250000,115.059998,115.919998,114.520409,5924900
2021-04-27,115.669998,116.389999,115.269997,116.150002,114.747635,7260900
2021-04-28,113.440002,114.150002,111.610001,112.400002,111.042915,14793500
2021-04-29,113.209999,115.150002,112.760002,114.629997,113.245979,8936600
2021-04-30,114.000000,114.949997,113.489998,114.489998,113.107674,6478700
2021-05-03,115.180000,116.739998,115.129997,115.720001,114.322823,5049800
2021-05-04,115.150002,115.400002,113.540001,114.110001,112.732269,6265100
2021-05-05,114.209999,114.879997,113.160004,113.480003,112.109871,4677700
2021-05-06,113.650002,114.809998,113.099998,114.739998,113.354652,4113300
2021-05-07,115.110001,115.839996,114.239998,114.339996,112.959480,4867500
2021-05-10,114.570000,116.089996,114.209999,114.300003,112.919975,5759500
2021-05-11,113.320000,113.690002,112.169998,113.550003,112.179031,7775400
2021-05-12,111.870003,112.389999,109.559998,109.790001,108.895973,7965300
2021-05-13,110.160004,111.180000,109.160004,110.489998,109.590271,7999400
2021-05-14,111.010002,111.589996,110.250000,111.199997,110.294495,6836300
2021-05-17,111.220001,111.269997,109.830002,110.980003,110.076286,4521200
2021-05-18,111.370003,112.209999,111.010002,111.070000,110.165558,5177300
2021-05-19,109.599998,109.940002,108.879997,109.669998,108.776955,5997400
2021-05-20,109.980003,111.690002,109.870003,111.410004,110.502785,5345500
2021-05-21,111.629997,112.220001,110.570000,110.919998,110.016777,5146500
2021-05-24,111.800003,113.029999,111.519997,112.519997,111.603745,5476100
2021-05-25,112.919998,113.150002,112.180000,112.629997,111.712845,5391800
2021-05-26,113.300003,113.870003,112.629997,112.849998,111.931053,3841600
2021-05-27,113.470001,114.089996,112.760002,113.510002,112.585686,7378400
2021-05-28,114.349998,114.349998,113.050003,113.879997,112.952675,4239800
2021-06-01,114.559998,114.620003,113.099998,113.339996,112.417061,4306900
2021-06-02,113.709999,113.709999,112.750000,113.000000,112.079834,5045000
2021-06-03,112.010002,112.239998,110.150002,111.120003,110.215149,5723900
2021-06-04,111.620003,112.070000,111.050003,111.989998,111.078056,4477500
2021-06-07,111.980003,112.279999,110.989998,111.330002,110.423439,4009000
2021-06-08,111.379997,111.989998,110.860001,111.519997,110.611885,4669800
2021-06-09,111.739998,112.190002,111.330002,111.389999,110.482941,3669400
2021-06-10,111.800003,112.430000,111.440002,112.209999,111.296272,3833200
2021-06-11,112.279999,112.830002,112.190002,112.559998,111.643417,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,111.534309,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,110.978874,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,110.453194,4822000
2021-06-17,111.000000,111.949997,110.709999,111.389999,110.482941,4008500
2021-06-18,110.739998,110.750000,109.260002,109.699997,108.806709,7024400
2021-06-21,110.000000,111.370003,109.680000,110.970001,110.066368,5628500
2021-06-22,111.070000,112.260002,110.599998,111.849998,110.939201,3583500
2021-06-23,111.279999,111.970001,111.139999,111.559998,110.651558,3552100
2021-06-24,111.779999,112.910004,111.779999,111.989998,111.078056,3840000
2021-06-25,112.750000,113.220001,112.220001,113.040001,112.119507,12171200
2021-06-28,112.930000,113.050003,111.449997,112.239998,111.326027,4546600
2021-06-29,112.070000,112.690002,111.529999,112.269997,111.355774,3789500
2021-06-30,112.339996,112.589996,111.269997,111.809998,110.899529,6759100
2021-07-01,111.949997,113.489998,111.809998,113.410004,112.486504,4810600
2021-07-02,113.970001,115.300003,113.709999,114.970001,114.033798,4722000
2021-07-06,115.080002,115.849998,114.320000,115.730003,114.787613,5294700
2021-07-07,115.879997,117.769997,115.650002,117.139999,116.186119,5382300
2021-07-08,115.449997,116.760002,115.239998,115.989998,115.045486,4486100
2021-07-09,116.059998,117.739998,116.000000,117.470001,116.513435,3533600
2021-07-12,117.750000,118.779999,117.389999,118.459999,117.495377,5683400
2021-07-13,118.540001,119.989998,118.449997,119.550003,118.576500,5529300
2021-07-14,119.940002,120.830002,119.680000,119.800003,118.824463,5701800
2021-07-15,119.290001,119.580002,118.180000,118.970001,118.001221,6467500
2021-07-16,119.680000,120.480003,118.500000,118.730003,117.763184,5024800
2021-07-19,117.540001,117.550003,114.330002,115.320000,114.380943,7731300
2021-07-20,115.629997,118.070000,115.330002,117.419998,116.463844,5117800
2021-07-21,117.540001,119.650002,117.480003,119.269997,118.298775,4377500
2021-07-22,119.339996,122.919998,119.070000,122.629997,121.631416,7172300
2021-07-23,124.550003,126.320000,123.919998,125.970001,124.944221,7934200
2021-07-26,125.739998,126.099998,124.250000,126.059998,125.033485,4827500
2021-07-27,126.080002,126.160004,124.809998,126.029999,125.003731,6110900
2021-07-28,122.559998,123.330002,121.389999,122.410004,121.413216,11747000
2021-07-29,122.930000,123.470001,122.139999,122.379997,121.383453,6618400
2021-07-30,122.190002,122.980003,121.099998,121.430000,120.441185,5711700
2021-08-02,122.029999,122.980003,120.070000,120.370003,119.389832,5996800
2021-08-03,120.570000,120.750000,117.519997,119.129997,118.159920,6030500
2021-08-04,119.129997,119.209999,117.570000,118.250000,117.287086,6675500
2021-08-05,118.720001,119.089996,118.110001,119.029999,118.060738,4281900
2021-08-06,119.139999,119.209999,118.080002,119.050003,118.080574,6831500
2021-08-09,118.989998,119.019997,117.750000,117.940002,116.979614,4557900
2021-08-10,118.389999,118.500000,115.980003,116.389999,115.442238,9839700
2021-08-11,116.339996,117.290001,115.900002,116.500000,115.999825,6472300
2021-08-12,116.410004,116.779999,115.510002,115.750000,115.253044,4358300
2021-08-13,115.940002,116.830002,115.400002,116.760002,116.258713,4360900
2021-08-16,116.690002,117.730003,116.410004,117.540001,117.035362,5976000
2021-08-17,116.620003,116.940002,115.559998,116.570000,116.069527,4719800
2021-08-18,116.279999,116.739998,115.599998,115.680000,115.183350,4520500
2021-08-19,114.510002,115.070000,113.610001,114.320000,113.829185,5317100
2021-08-20,113.980003,115.000000,113.660004,114.629997,114.137856,3485400
2021-08-23,114.709999,115.459999,114.709999,115.150002,114.655624,4235100
2021-08-24,115.389999,115.849998,114.940002,115.080002,114.585930,3447300
2021-08-25,115.589996,115.989998,115.000000,115.570000,115.073822,3881500
2021-08-26,115.620003,115.769997,113.860001,114.320000,113.829185,5188200
2021-08-27,114.610001,115.389999,114.180000,115.120003,114.625755,4202900
2021-08-30,115.610001,115.820000,114.629997,115.610001,115.113647,3078200
2021-08-31,115.769997,117.599998,115.650002,117.489998,116.985573,6995500
2021-09-01,118.010002,118.330002,117.279999,117.449997,116.945747,4402700
2021-09-02,118.290001,118.360001,116.900002,117.370003,116.866096,3801900
2021-09-03,116.839996,117.580002,116.339996,117.190002,116.686867,2921300
2021-09-07,117.089996,117.129997,115.470001,115.790001,115.292877,4264900
2021-09-08,116.099998,118.190002,115.510002,118.040001,117.533218,5548400
2021-09-09,117.980003,120.070000,117.800003,118.790001,118.279999,4711200
2021-09-10,119.349998,120.760002,118.889999,119.339996,118.827629,6516800
2021-09-13,119.889999,120.150002,118.559998,119.180000,118.668320,4381100
2021-09-14,119.720001,119.860001,118.360001,118.860001,118.349693,4722800
2021-09-15,116.959999,117.019997,113.120003,114.639999,114.147812,11556200
2021-09-16,114.790001,115.269997,113.190002,114.669998,114.177681,7997000
2021-09-17,114.540001,114.849998,113.120003,113.410004,112.923096,9261000
2021-09-20,111.349998,112.269997,110.379997,111.820000,111.339920,7795200
2021-09-21,111.919998,113.599998,111.750000,112.220001,111.738205,5468400
2021-09-22,113.059998,114.029999,112.320000,113.070000,112.584557,4578200
2021-09-23,113.389999,114.709999,113.099998,114.139999,113.649956,3842000
2021-09-24,114.129997,114.860001,113.760002,114.110001,113.620087,3955000
2021-09-27,113.610001,114.669998,112.910004,113.680000,113.191933,3988800
2021-09-28,112.680000,113.000000,111.080002,111.709999,111.230392,5917700
2021-09-29,111.900002,112.519997,111.570000,112.169998,111.688416,4389100
2021-09-30,111.519997,112.160004,110.309998,110.309998,109.836403,5974500
2021-10-01,110.889999,113.459999,110.540001,112.919998,112.435196,5636900
2021-10-04,112.430000,113.080002,111.019997,111.459999,110.981468,4497700
2021-10-05,111.129997,111.480003,110.029999,110.849998,110.374084,5884000
2021-10-06,110.180000,112.019997,109.480003,111.639999,111.160690,5734500
2021-10-07,112.379997,112.980003,112.050003,112.209999,111.728249,5549500
2021-10-08,112.580002,112.660004,111.129997,111.220001,110.742500,3786600
2021-10-11,112.889999,113.559998,110.919998,110.940002,110.463699,5987300
2021-10-12,111.720001,111.870003,110.660004,111.000000,110.523438,3866800
2021-10-13,111.389999,111.480003,109.410004,110.760002,110.284477,4806500
2021-10-14,111.080002,112.610001,111.010002,111.870003,111.389709,5194900
2021-10-15,112.449997,112.919998,110.949997,111.449997,110.971504,5855800
2021-10-18,111.440002,113.570000,110.959999,113.370003,112.883270,4958400
2021-10-19,113.739998,114.540001,112.760002,113.489998,113.002747,5799300
2021-10-20,113.059998,115.110001,112.709999,113.860001,113.371162,7645200
2021-10-21,113.930000,114.559998,113.610001,114.440002,113.948677,3684300
2021-10-22,114.410004,114.980003,114.070000,114.550003,114.058205,3396400
2021-10-25,114.739998,114.879997,113.360001,114.709999,114.217514,4290600
2021-10-26,114.919998,115.279999,114.250000,114.919998,114.426613,5948000
2021-10-27,115.570000,115.570000,113.080002,113.510002,113.022667,5853900
