Datetime,OPEN,HIGH,LOW,CLOSE,VOLUME
2016-11-10 20:00:00,32.040000915527344,32.349998474121094,29.81999969482422,30.329999923706055,35019100
2016-11-11 20:00:00,29.799999237060547,30.09000015258789,28.850000381469727,29.889999389648438,6020100
2016-11-14 20:00:00,29.34000015258789,30.43000030517578,28.75,30.190000534057617,4481900
2016-11-15 20:00:00,29.639999389648438,30.700000762939453,29.6200008392334,30.43000030517578,3667200
2016-11-16 20:00:00,30.770000457763672,32.040000915527344,30.610000610351562,31.700000762939453,4342300
2016-11-17 20:00:00,31.399999618530273,33.064998626708984,30.635000228881836,32.5099983215332,5252000
2016-11-18 20:00:00,32.13999938964844,33.099998474121094,31.790000915527344,32.68000030517578,4253400
2016-11-21 20:00:00,32.2599983215332,32.5,31.290000915527344,31.739999771118164,5036700
2016-11-22 20:00:00,31.520000457763672,33.150001525878906,30.43000030517578,32.70000076293945,5601700
2016-11-23 20:00:00,32.70000076293945,33.470001220703125,32.5,33.02000045776367,3619500
2016-11-25 20:00:00,32.7599983215332,32.779998779296875,32.27000045776367,32.59000015258789,827800
2016-11-28 20:00:00,32.27000045776367,33.5,32.16999816894531,32.7400016784668,1928500
2016-11-29 20:00:00,33.04999923706055,33.36000061035156,32.720001220703125,33.189998626708984,2139500
2016-11-30 20:00:00,33.2599983215332,34.29999923706055,33.0,33.47999954223633,2764900
2016-12-01 20:00:00,33.040000915527344,33.2599983215332,32.185001373291016,32.5099983215332,2914900
2016-12-02 20:00:00,32.15999984741211,33.209999084472656,32.0099983215332,32.9900016784668,1213100
2016-12-05 20:00:00,32.869998931884766,33.7599983215332,32.75,33.650001525878906,2004700
2016-12-06 20:00:00,33.45000076293945,33.86000061035156,33.209999084472656,33.81999969482422,1622900
2016-12-07 20:00:00,34.06999969482422,34.97999954223633,34.0,34.75,3809400
2016-12-08 20:00:00,34.90999984741211,36.0,34.61000061035156,35.93000030517578,2603000
2016-12-09 20:00:00,35.81999969482422,36.5099983215332,35.599998474121094,36.380001068115234,1993100
2016-12-12 20:00:00,36.380001068115234,37.21500015258789,36.310001373291016,36.72999954223633,1258300
2016-12-13 20:00:00,36.970001220703125,37.09000015258789,35.66999816894531,36.58000183105469,1814000
2016-12-14 20:00:00,36.619998931884766,37.0,34.970001220703125,35.150001525878906,3886300
2016-12-15 20:00:00,35.060001373291016,35.263999938964844,34.150001525878906,34.380001068115234,1555100
2016-12-16 20:00:00,34.34000015258789,35.470001220703125,34.279998779296875,35.2599983215332,3784000
2016-12-19 20:00:00,35.310001373291016,35.84000015258789,34.27000045776367,34.47999954223633,1983200
2016-12-20 20:00:00,34.220001220703125,35.11000061035156,34.20000076293945,34.95000076293945,944900
2016-12-21 20:00:00,34.63999938964844,35.220001220703125,34.459999084472656,35.02000045776367,703600
2016-12-22 20:00:00,35.0,36.619998931884766,34.79999923706055,36.33000183105469,1438500
2016-12-23 20:00:00,36.40999984741211,37.06999969482422,35.970001220703125,36.849998474121094,888300
2016-12-27 20:00:00,36.650001525878906,37.4900016784668,36.61000061035156,37.34000015258789,822200
2016-12-28 20:00:00,37.25,37.65999984741211,37.0099983215332,37.22999954223633,533800
2016-12-29 20:00:00,37.369998931884766,37.959999084472656,37.143001556396484,37.77000045776367,658500
2016-12-30 20:00:00,37.7400016784668,38.52000045776367,37.67499923706055,37.849998474121094,773000
2017-01-03 20:00:00,37.709999084472656,38.599998474121094,37.36000061035156,37.4900016784668,2007000
2017-01-04 20:00:00,37.66999816894531,38.40999984741211,36.42499923706055,36.97999954223633,1712300
2017-01-05 20:00:00,36.97999954223633,37.709999084472656,36.47999954223633,36.619998931884766,1099600
2017-01-06 20:00:00,36.41999816894531,36.959999084472656,36.060001373291016,36.83000183105469,1368000
2017-01-09 20:00:00,36.810001373291016,37.09000015258789,36.099998474121094,36.88999938964844,1333800
2017-01-10 20:00:00,38.790000915527344,38.959999084472656,36.189998626708984,36.84000015258789,3712600
2017-01-11 20:00:00,36.70000076293945,37.20000076293945,36.02000045776367,36.88999938964844,2185900
2017-01-12 20:00:00,36.689998626708984,37.0099983215332,36.119998931884766,36.959999084472656,1235200
2017-01-13 20:00:00,36.88999938964844,37.29999923706055,36.54999923706055,37.220001220703125,1010200
2017-01-17 20:00:00,37.13999938964844,37.220001220703125,36.75,36.88999938964844,1907200
2017-01-18 20:00:00,36.75,36.880001068115234,36.40999984741211,36.63999938964844,1214200
2017-01-19 20:00:00,36.790000915527344,37.0,36.33000183105469,36.959999084472656,890400
2017-01-20 20:00:00,36.95000076293945,37.560001373291016,36.77000045776367,37.11000061035156,1337000
2017-01-23 20:00:00,36.97999954223633,37.41999816894531,36.465999603271484,36.77000045776367,2035300
2017-01-24 20:00:00,36.65999984741211,37.66999816894531,36.59000015258789,37.4900016784668,1199600
2017-01-25 20:00:00,37.45000076293945,37.79999923706055,36.439998626708984,36.66999816894531,1183300
